sentence,id,year,HasGroup
"À Sens (Yonne), cette double exigence est mise à mal par le choix de l’ancienne conseillère municipale Claude Vivier Le Got, membre du Mouvement radical, allié du parti fondé par Emmanuel Macron.",24116,,"[[132, 152, 'HasGroup'], [160, 168, 'HasGroup']]"
"Le parti dirigé par l’héritier Kyriakos Mitsotakis a voté « non » d’un seul bloc au gouvernement Tsipras, tout comme les socialistes du PASOK qui cherchent désespérément à exister.",24118,,"[[0, 50, 'HasGroup'], [117, 141, 'HasGroup']]"
"Dans ce contexte, la stratégie du repli défensif serait tout simplement suicidaire, condamnant pour le coup les classes moyennes européennes et leur «État social » à un déclin terminal.",24123,,"[[108, 140, 'HasGroup']]"
"Avec le numérique, c’est une évolution de ce type qui semble se constituer, où les Gafam prennent la place des États.",24126,,"[[79, 88, 'HasGroup']]"
"Un assassinat à forte portée symbolique, puisqu’il préside alors le Haut Conseil pour la paix, chargé des négociations avec les talibans.",24127,,"[[124, 136, 'HasGroup']]"
"« Je ne l’ai pas rédigé pour les gilets jaunes, qui n’y apprendront rien.",24130,,"[[29, 46, 'HasGroup']]"
"» Mais l’analyste estime que la voix du peuple est ignorée par ce parti, au pouvoir de façon quasi continue depuis l’après-guerre.",24134,,"[[63, 71, 'HasGroup']]"
Quelles seront les conditions de travail et de rémunération des salariés de la Villette sous le régime du nouvel EPIC ?,24135,,"[[60, 87, 'HasGroup']]"
"Alors que les tueries sont régulières dans le pays, la passivité de certains contingents dont le mandat reste de protéger les civils agace : « Les contingents de l'arrière-pays n'anticipent jamais, même quand ils ont l'information à temps », explique un ministre centrafricain.",24137,,"[[122, 132, 'HasGroup'], [143, 176, 'HasGroup']]"
"Reproduite aux États-Unis par Time Magazine et le Washington Post, la phrase y fait vite son petit effet : régulièrement citée dans les années qui suivent, généralement attribuée à « one of those witty Frenchmen » (« un de ces Français spirituels »), elle permet de se scandaliser du mépris d’un vieil allié – ou offre un aphorisme commode quand l’Amérique décide à l’inverse de donner dans l’autocritique.",24138,,"[[190, 211, 'HasGroup'], [223, 246, 'HasGroup']]"
"« Si on veut qu’une filière se transforme, ce n’est pas à la petite semaine, d’un an sur l’autre, qu’il faut si prendre, assure Sébastien Delpont, directeur d’EnergieSprong et directeur du développement conseil chez GreenFlex, qui conseille collectivités et entreprises sur la rénovation énergétique.",24141,,"[[241, 254, 'HasGroup'], [258, 269, 'HasGroup']]"
"Le groupe, après avoir été l’un des leaders technologiques dans ce domaine, s’est fait distancer tout au long des années 2000 et n’a rattrapé qu’une partie de son retard.",24145,,"[[32, 74, 'HasGroup']]"
"Ainsi que Mediapart l’a relaté, les CRS avaient refusé l’usage de lacrymogènes compte tenu des risques de chutes.",24148,,"[[32, 39, 'HasGroup']]"
Un état des lieux calibré pour parler à son camp mais surtout à la gauche que Marine Le Pen espère attirer dans un second tour qu’elle entend bien transformer en vote anti-Macron.,24150,,"[[64, 73, 'HasGroup']]"
"Le projet de s’instruire de l’expérience des militants est au cœur de sa démarche, même s’il connaît sa propre valeur d’artiste et peut-être, au besoin, de mauvaise foi.",24152,,"[[41, 54, 'HasGroup']]"
"Les élu·es auraient, en revanche, pu s’inspirer d’un rapport de la Dares sur le non-recours à l’assurance-chômage, révélant qu’entre 25 % et 42 % des salarié·es éligibles après une fin de contrat ne réclament pas leurs droits au chômage.",24153,,"[[0, 10, 'HasGroup'], [146, 195, 'HasGroup']]"
"Il a fustigé Castro aux quatre coins de l’État, même devant des auditoires blancs et ruraux indifférents à la question, dans le seul espoir de glaner quelques secondes d’antenne dans les journaux télévisés de la zone urbaine de Miami, où résident les deux tiers des 2 millions de Cubains américains.",24155,,"[[60, 118, 'HasGroup'], [247, 298, 'HasGroup']]"
"L’année dernière, McKinsey a ainsi payé 573 millions de dollars pour clore les procédures engagées par 49 États américains qui pointaient sa responsabilité dans le scandale des opioïdes, responsables de la mort de plusieurs centaines de milliers de personnes.",24156,,"[[214, 258, 'HasGroup']]"
"Une piste qui ne favorisera pas vraiment le « laxisme »… Pour sa part, la liste Génération Europe aimerait plutôt que « les décisions d’asile positives [soient] mutuellement reconnues par les différents pays européens, permettant aux réfugiés reconnus comme tels de se déplacer librement où ils ont des opportunités d’emploi, des liens familiaux, ou des facilités linguistiques ».",24157,,"[[71, 97, 'HasGroup'], [230, 262, 'HasGroup']]"
"Il va fonder un nouveau parti, d’abord nommé Alfa puis LKR (Les réformateurs conservateurs-libéraux).",24159,,"[[13, 29, 'HasGroup'], [45, 100, 'HasGroup']]"
"Ibtissame Betty Lachgar, cofondatrice du Mouvement alternatif pour les libertés individuelles (MALI) connu pour être à l’avant-garde des luttes pour des LGBT au Maroc, fustige cette démarche et se dit « sans voix », « choquée par cette campagne qui a fait un flop ».",24163,,"[[38, 100, 'HasGroup'], [149, 157, 'HasGroup']]"
"D’abord à Marseille puis à Roubaix, dans des classes pour élèves ne parlant pas le français, avant de redescendre dans le Sud et d’intégrer, fin septembre, le collège Chape.",24168,,"[[58, 91, 'HasGroup']]"
"Plus grand contributeur de troupes parmi les membres permanents et deuxième à financer l’ONU, la Chine participe aux opérations de maintien de la paix à hauteur de 35 000 soldats depuis 2015.",24170,,"[[164, 178, 'HasGroup']]"
"À Bobigny, en 2014, « c’est plus la gauche qui a perdu que nous qui avons gagné, poursuit-il.",24172,,"[[33, 42, 'HasGroup']]"
"À Jean Castex, qu’elle auditionnait avec ses collègues député·es début novembre, la socialiste Fatiha Keloua-Hachi résumait tout cela d’une formule : « Ce jeu de chaises musicales nuit au pacte républicain, cultivant dans l’esprit de nos concitoyens l’image d’un entre-soi.",24173,,"[[41, 64, 'HasGroup'], [234, 249, 'HasGroup']]"
"En 2006, un règlement européen sur les droits et obligations des voyageurs ferroviaires a obligé la SNCF et ses homologues à proposer un service d’assistance gratuit aux voyageurs et voyageuses en situation de handicap.",24174,,"[[61, 87, 'HasGroup'], [97, 122, 'HasGroup'], [166, 218, 'HasGroup']]"
"Même si l’ensemble des organisations politiques ont condamné la tentative d’assassinat, et si l’ancien archevêque de Buenos Aires, devenu le pape François, a dit prier pour que « l’harmonie sociale et le respect des valeurs démocratiques prévalent toujours », beaucoup lisent l’événement comme la conséquence de la polarisation politique autour de la figure de l’ancienne cheffe de l’État, dans un pays en proie à un contexte économique et social particulièrement tendu.",24176,,"[[8, 47, 'HasGroup']]"
Les ordonnances françaises sur le droit du travail font donc effectivement pencher un peu plus la balance du pouvoir dans l’entreprise en faveur des employeurs.,24181,,"[[145, 159, 'HasGroup']]"
"L’Élysée et Matignon vendent celui-ci aux Français comme « le contrat du siècle » alors que leurs négociateurs, l’ambassadeur de France à Delhi et l’équipe de la Direction générale de l’armement qui l’entoure là-bas, ont mangé leur chapeau.",24182,,"[[38, 50, 'HasGroup']]"
"Avec une expérience d'à peine vingt années de vie boursière, les régulateurs chinois ont moins de doigté que Joseph Yam, le brillant patron de la HKMA avant et après la rétrocession à la Chine de la colonie britannique.",24184,,"[[61, 84, 'HasGroup']]"
"Au deuxième trimestre 2016, la France comptait 616 000 intérimaires.",24185,,"[[47, 67, 'HasGroup']]"
Faire monter sur la scène le peuple insurgé contre les migrants.,24189,,"[[26, 43, 'HasGroup'], [51, 63, 'HasGroup']]"
Cette restructuration ferait peser un poids social lourd pour FTP avec un transfert de risque potentiel à FTV qui pourrait se voir imposer un plan de reclassement significatif.» Mais ce constat est à peine dressé que le même document assure sans sourciller que les repreneurs se sont engagés à ne pas procéder à un plan social d'ici à fin 2012.,24193,,"[[261, 275, 'HasGroup']]"
"Ce dispositif consiste à s’affranchir de l’hébergement d’urgence pour les personnes en difficulté, forcément précaire, pour les orienter plutôt vers des solutions pérennes : un accès direct au logement avec un accompagnement social adapté à leurs besoins.",24201,,"[[70, 97, 'HasGroup']]"
La victoire reviendra au camp qui parviendra à mobiliser le plus d’électeurs.,24202,,"[[65, 76, 'HasGroup']]"
« N os « Nos données montrent que Facebook est l’un des plus grands pourvoyeurs de désinformation climatique au monde.,24203,,"[[52, 117, 'HasGroup']]"
"Celle-ci est dès lors devenue la première femme à diriger le PD depuis sa fondation en 2007, ainsi que la plus jeune, battant d’une année le record détenu par Matteo Renzi, qui a rejoint entretemps les rivages ouvertement centristes du paysage politique italien.",24206,,"[[58, 63, 'HasGroup']]"
"Sous la houlette du très sarkozyste Ramon Fernandez, la nouvelle patronne du service du financement de l’économie, Delphine d’Amarzit, qui a servi dans quatre cabinets de ministres de droite (dont Nicolas S. soi-même, comme signalé ici), poursuit le travail de Hervé de Villeroché, parti à Washington, avec Corso Bavagnoli (ex du cabinet Fillon à Matignon) et Jérôme Reboul comme exécutants.",24208,,"[[168, 190, 'HasGroup']]"
"D’autres guerriers étaient dissimulés entre les bananiers, ils devaient être plusieurs dizaines.",24210,,"[[0, 18, 'HasGroup']]"
"Elle serait composée de citoyens tirés au sort, et d’autres sélectionnés aléatoirement au sein d’un panel très large proposé par les associations écologiques.",24212,,"[[129, 157, 'HasGroup']]"
"Des informations régulières étaient données lors des bureaux de pôle, auxquels participaient également les chefs de service et représentants des pharmaciens et assistants, et pour lesquels des comptes-rendus ont été diffusés à tous les pharmaciens », fait-elle savoir.",24220,,"[[103, 123, 'HasGroup'], [127, 170, 'HasGroup'], [227, 247, 'HasGroup']]"
"LFI a bien engagé un programme d’achat de locaux dans les départements où le RN est fort, mais la Haute-Marne n’arrive pas en haut de la liste.",24223,,"[[0, 3, 'HasGroup'], [74, 79, 'HasGroup']]"
"Dans la province de Grosseto, en Toscane, Santa Fiora, qui compte 2 500 habitants, veut devenir un « smart village ».",24226,,"[[66, 81, 'HasGroup']]"
"« Nous voyons à travers cette loi le séparatisme de classe et la volonté d’invisibiliser les polarités qui structurent notre rapport social aux énergies fossiles : ménages versus entreprises, individus versus capital, ou encore classes populaires versus les plus riches », résume Clément Sénéchal, de Greenpeace.",24230,,"[[164, 171, 'HasGroup'], [179, 190, 'HasGroup'], [228, 246, 'HasGroup'], [254, 269, 'HasGroup']]"
"Il présidait, avant-guerre, la Ligue des jeunes amis de l’Alsace-Lorraine.",24233,,"[[28, 73, 'HasGroup']]"
"M ercredi Mercredi dernier, nous avons reçu des gilets jaunes, écouté Aurélien Delpirou à propos des interprétations binaires du mouvement, interrogé le nouveau dirigeant du PCF Fabien Roussel, et parlé des lycées qui rejoignent le mouvement.",24234,,"[[44, 61, 'HasGroup'], [126, 138, 'HasGroup'], [171, 177, 'HasGroup'], [229, 241, 'HasGroup']]"
"Pendant tout ce temps, Elena Ferrante a nourri la curiosité des journalistes, critiques et lecteurs, d’abord avec des informations sporadiques puis avec un livre qui lui a été suggéré par son éditrice, Sandra Ozzola.",24237,,"[[60, 76, 'HasGroup'], [78, 87, 'HasGroup'], [91, 99, 'HasGroup']]"
"En tant que ministre chargé de l’économie, vous asseniez dans cette missive adressée aux Français·es : « Vous aimeriez discuter de nos choix énergétiques, de sobriété, de transition climatique ?",24246,,"[[85, 100, 'HasGroup']]"
"À leurs yeux, les femmes, sans exception, sont nées pour devenir mères.",24248,,"[[14, 24, 'HasGroup'], [65, 70, 'HasGroup']]"
"Le coronavirus est sa divine surprise : candidat à maints égards anachronique, incarnation des erreurs politiques démocrates depuis quatre décennies (il s’est excusé à plusieurs reprises pour ses décisions passées, à commencer par le soutien à la guerre en Irak), le très modéré Biden force le contraste face au 45e président des États-Unis, qui n’écoute pas les scientifiques et refuse de gérer cette crise sanitaire qu’il a longtemps niée.",24253,,"[[359, 376, 'HasGroup']]"
"Ce que vous considérez comme un « élan » de la part d’Alexandria Ocasio-Cortez ou de Bernie Sanders est perçu par une part non négligeable de l’électorat américain – périurbain, éduqué, modéré – comme une menace.",24256,,"[[114, 163, 'HasGroup']]"
"On détermine qui là-bas est digne de rejoindre la communauté des vivants, au regard d’identités sexuelles définies ici.",24261,,"[[47, 72, 'HasGroup']]"
"Une occupation est en cours dans la forêt d’Hambach, qui ressemble en plus petit au mouvement d’occupation de la ZAD à Notre-Dame-des-Landes.",24266,,"[[81, 116, 'HasGroup']]"
"Les nationalistes extrémistes prisent ce porteur de sabre, qui brisa les reins de la République des conseils de 1919, qui obtint de Hitler, en 1938, la restitution de territoires perdus (deux tiers du pays furent amputés) lors du traité de Trianon en 1920.",24267,,"[[0, 29, 'HasGroup']]"
"Au total, 39 millions de Français continueront de vivre pour six ans dans une région dirigée par la droite.",24268,,"[[10, 33, 'HasGroup'], [97, 106, 'HasGroup']]"
"Avant, nous, les autochtones, nous n’avions pas le droit de nous réunir sur la place Murillo à La Paz.",24270,,"[[13, 28, 'HasGroup']]"
"» À l'initiative du groupe EELV, le conseil régional d'Aquitaine a donné son feu vert, début juillet (grâce à une très forte abstention), à la réalisation d'une étude de faisabilité d'un « RSA inconditionnel ».",24272,,"[[17, 31, 'HasGroup']]"
"« Tout était normal, les jeunes se baladaient comme d’habitude », précise une passante.",24273,,"[[21, 31, 'HasGroup']]"
"La plupart des médecins, souvent accompagnés d’un ou une infirmière pour accueillir et prendre les constantes, donnent entre une et trois demi-journées par semaine dans ces centres ouverts matin et après-midi, sept jours sur sept. La consultation est à 25 euros, prise en charge au tiers payant.",24278,,"[[0, 23, 'HasGroup']]"
"Elle est connue de tous les acteurs politiques, en Israël et dans les territoires palestiniens, et les mobilisations récurrentes contre les expulsions se déroulent à proximité des consulats, quasiment sous le balcon de ceux-ci.",24291,,"[[19, 46, 'HasGroup']]"
"L'homme d'affaires Romain Zaleski, en tout cas, vole à la rescousse d'EDF : il est en position idéale pour être un intermédiaire entre la France et l'Italie Ancien X-Mines, il a commencé à faire carrière en France puis au Gabon pour exploiter les mines de manganèse de la Comilog, tout en devenant le trésorier occulte de l'UDF .",24293,,"[[322, 327, 'HasGroup']]"
"Une partie de la population survit grâce à ce fixe, hérité de Kadhafi… À partir du moment où vous aviez fait des études supérieures, vous aviez d’office accès à un poste dans l'administration, souvent que vous n’occupiez pas mais qui vous permettez d’avoir un salaire à vie, une retraite, des avantages, une maison, des prêts pour acheter une voiture.",24296,,"[[0, 27, 'HasGroup']]"
Il prévoit toujours d’augmenter ses cadences de production avant de répondre à la demande de ses clients.,24297,,"[[93, 104, 'HasGroup']]"
"L'évolution des dividendes versés par les grandes entreprises du CAC 40 est de ce point de vue très révélatrice: au cours des quatre dernières années, les profits constatés ont été de moins en moins utilisés pour des dépenses d'investissement et préparer l'avenir, et de plus en plus pour cajoler et enrichir les actionnaires.",24298,,"[[38, 71, 'HasGroup'], [309, 325, 'HasGroup']]"
"« On est devant des armes de mutilation massive, juge un animateur du collectif.",24299,,"[[67, 79, 'HasGroup']]"
L’officier des pompiers qui est au bout du téléphone fait le point avec les autorités et le président Hollande dit : « On fait ce que demandent les pompiers.,24310,,"[[11, 23, 'HasGroup'], [144, 156, 'HasGroup']]"
"Selon Cassidy Hutchinson, Trump avait l’intention d’annoncer qu’il allait gracier les émeutiers.",24311,,"[[82, 95, 'HasGroup']]"
"Ces propos ont fait bondir des élus de l’opposition, comme Julien Bayou (EELV) et Laurence Rossignol (PS), ainsi que certains députés de la majorité, qui ne cachent plus leur agacement vis-à-vis des discours infantilisants et/ou culpabilisants, comme le « je crois qu’on pourra dire que les Français se sont bien comportés pendant les fêtes », lâché par le premier ministre mardi, en réunion de groupe.",24314,,"[[39, 51, 'HasGroup'], [73, 77, 'HasGroup'], [102, 104, 'HasGroup'], [137, 148, 'HasGroup'], [287, 299, 'HasGroup']]"
"« Tous les Syriens qui se connectaient à ce moment là sur internet, lorsqu’ils démarraient leur ordinateur, arrivaient non pas sur ""Bienvenue sur Syriatel"" (NRLR, l’opérateur national syrien) mais sur ""Nous sommes Telecomix.",24318,,"[[2, 66, 'HasGroup']]"
"Mourir d’un côté… … et renaître de l’autre : Bertile*, des gilets jaunes Toulouse, participe depuis des mois à un groupe qui se retrouve toutes les semaines « pour aller au-delà des manifs » qui ont très largement cimenté le mouvement sur Toulouse.",24321,,"[[55, 81, 'HasGroup']]"
"[…] Donc, notre mouvement national s’est formé autour des vaincus de la guerre d’Algérie, en quête de révision et de réhabilitation historique.",24323,,"[[10, 34, 'HasGroup'], [54, 88, 'HasGroup']]"
"« S'ils veulent garder et augmenter leur majorité à la House, reprendre le Sénat et emporter la Maison Blanche, les démocrates doivent montrer au peuple américain qu’ils défendent et combattent pour les familles laborieuses de ce pays – Noirs, Blancs, Hispaniques, Asiatiques et Natives, hommes et femmes, gays et hétérosexuels », poursuit le sénateur de 77 ans.",24325,,"[[112, 126, 'HasGroup'], [143, 162, 'HasGroup'], [199, 234, 'HasGroup'], [237, 242, 'HasGroup'], [244, 250, 'HasGroup'], [252, 263, 'HasGroup'], [265, 275, 'HasGroup'], [279, 286, 'HasGroup'], [288, 294, 'HasGroup'], [298, 304, 'HasGroup'], [306, 310, 'HasGroup'], [314, 327, 'HasGroup']]"
"Mais ce que l’on observe, de part et d’autre, aussi bien chez les maîtres que chez les esclaves, c’est une mémoire des révoltes.",24333,,"[[62, 73, 'HasGroup'], [83, 95, 'HasGroup']]"
"Et plus de la moitié de cette somme a été empruntée à la maison mère, à des taux largement supérieurs à ceux du marché, et ce jusqu’à 2022 », explique Anne de Haro, déléguée syndicale CGT, membre de l’intersyndicale qui a mené la bataille en justice.",24334,,"[[184, 187, 'HasGroup'], [199, 249, 'HasGroup']]"
"Dès les premières manifestations, il a affirmé qu’il s’agissait d’une conspiration, fomentée de l’extérieur et que les Syriens ne voulaient pas son départ.",24336,,"[[115, 126, 'HasGroup']]"
"Tandis que Winamax fait campagne autour du « roi du quartier », Parions Sport a conclu un partenariat avec le rappeur Hatik… Bref, les sites de paris sportifs tiennent leur cible et ne la lâchent pas : les jeunes de quartiers.",24337,,"[[202, 225, 'HasGroup']]"
Cette orientation sera débattue lors d’un conseil national (parlement du parti) le week-end des 2 et 3 juillet.,24344,,"[[70, 78, 'HasGroup']]"
"À plusieurs reprises depuis le début de l’année dernière, VCI et BDI ont pesé de tout leur poids pour repousser ces réformes qu’elles considèrent comme des « fardeaux » qui pèseraient sur la compétitivité, avec Reach bien en tête des préoccupations, trouvant des alliés dans la droite européenne.",24346,,"[[58, 61, 'HasGroup'], [65, 68, 'HasGroup'], [259, 295, 'HasGroup']]"
"Les délégués, qui débarquent en temps normal du pays entier pour nommer le candidat et adopter le programme du parti, ne viendront pas.",24347,,"[[0, 12, 'HasGroup'], [108, 116, 'HasGroup']]"
"Les personnalités marocaines, surtout celles qui ont de larges communautés en ligne, se sont trouvées pressées de prendre position sur le conflit.",24348,,"[[0, 28, 'HasGroup']]"
"L e Le 1er juillet 2015, Mediapart lançait, en partenariat avec neuf journaux tunisien et européens, des associations et des ONG, une opération éditoriale spéciale : «Ouvrez l'Europe #OpenEurope» (notre dossier ici).",24355,,"[[101, 117, 'HasGroup'], [121, 128, 'HasGroup']]"
"Suite à l’offensive israélienne sur Gaza, 2 147 morts, en grande majorité des civils, ont été identifiés, de même que 11 000 blessés parmi les Gazaouis, contre 66 soldats et six civils tués côté israélien.",24358,,"[[74, 84, 'HasGroup'], [118, 151, 'HasGroup']]"
"Sa thèse, osée : le numéro un de la distribution aux Etats-Unis pratique des prix tellement bas qu'il permet aux Américains de faire d'importantes économies et de doper leur épargne – ce qui rend bien plus acceptables les difficiles conditions de travail des salariés.",24362,,"[[109, 123, 'HasGroup'], [255, 267, 'HasGroup']]"
"Les juifs ne souffrent pas, ou beaucoup moins, de discriminations institutionnelles, sont réputés être davantage présents dans les médias que les Arabes, les Asiatiques ou les Roms, et mieux organisés en matière de prise de parole communautaire.",24366,,"[[0, 9, 'HasGroup'], [142, 152, 'HasGroup'], [154, 168, 'HasGroup'], [172, 180, 'HasGroup']]"
"Aux Etats-Unis, leurs homologues ont perçu en moyenne une rémunération (salaires et bonus) de 6,8 millions de dollars (un peu plus de 6 millions d’euros) en 2002 (2).",24368,,"[[16, 32, 'HasGroup']]"
"Arrivé au pouvoir en 2002, l’AKP a poursuivi sur cette lancée, en facilitant l’application de la convention européenne des droits de l’homme par la justice turque et en consacrant l’égalité hommes-femmes ainsi que l’abolition de la peine de mort par une autre révision constitutionnelle, adoptée en 2004.",24369,,"[[27, 32, 'HasGroup']]"
Une sorte de démocratie capitalistique fut instaurée en donnant le droit de vote aux 40 000 porteurs d’actions que comptait alors la France.,24370,,"[[81, 139, 'HasGroup']]"
"» (Lire « Quand Georges Clemenceau condamnait Jules Ferry ») Et le chef radical ne fait que s’inscrire dans la filiation des révolutionnaires de 1789 : du 7 au 15 mai 1791, la Constituante débat des colonies et accorde les droits politiques aux hommes de couleur nés de père et mère libres.",24378,,"[[121, 149, 'HasGroup'], [241, 289, 'HasGroup']]"
"→ Massivement abstentionnistes, caricaturés comme des « beaufs », les milieux populaires ne semblaient, avant la crise financière, plus intéresser personne, alors qu’ils représentent plus de la moitié de la population française… → Les agriculteurs subissent depuis 2003 la dérégulation internationale des marchés et le démantèlement de la PAC.",24380,,"[[66, 88, 'HasGroup'], [231, 247, 'HasGroup']]"
"Aux missiles « intelligents » (dirigés par lasers) capables de frappes « localisées » de grande profondeur, aux satellites capables de détecter des cibles avec une résolution de 2 mètres, aux systèmes électroniques d’information et de communication de plus en plus performants, aux extraordinaires moyens de digitalisation et de simulation du champ de bataille, s’ajoutent les armes non létales = c’est-à-dire destinées à paralyser les équipements et les hommes sans pour autant les tuer.",24383,,"[[451, 461, 'HasGroup']]"
"Cette évolution est attestée par l’inscription de nombreux Européens au grand syndicat dirigé par M. Louis Kotra Urégèi, l’Union syndicale des travailleurs kanaks et exploités (l’USTKE), qui mène la vie dure non seulement au patronat mais aussi aux technocrates des provinces indépendantistes.",24388,,"[[47, 68, 'HasGroup'], [121, 185, 'HasGroup'], [222, 233, 'HasGroup'], [245, 292, 'HasGroup']]"
Le discours journalistique s’en est emparé en opposant ces figures du « vainqueur » à celles des « délinquants » ou des « terroristes ».,24389,,"[[93, 112, 'HasGroup'], [116, 135, 'HasGroup']]"
De telles questions n’enchantent pas les employeurs.,24392,,"[[37, 51, 'HasGroup']]"
"L’histoire singulière du parti présidentiel, le Mouvement vers le socialisme, éclaire cette situation étonnante.",24403,,"[[45, 76, 'HasGroup']]"
Mais les hommes ne sont pas les seuls à se sentir menacés par les femmes travailleuses.,24414,,"[[5, 15, 'HasGroup'], [62, 86, 'HasGroup']]"
"Voilà bien une question dont n’a cure M. William Clinton, qui, dans son dernier livre, rappelle opportunément que « ce sont les entreprises américaines qui profitent le plus de la mondialisation du commerce (12) .",24418,,"[[124, 151, 'HasGroup']]"
"Je sais que le peuple français est très attaché au progrès mondial et aux droits humains, et que les dirigeants de ce pays, de même que sa société civile, ses scientifiques et d’autres partenaires continueront d’œuvrer pour cet idéal que nous partageons tous.",24419,,"[[12, 30, 'HasGroup'], [97, 122, 'HasGroup'], [155, 172, 'HasGroup'], [176, 196, 'HasGroup']]"
"Les régions du Sud sont parmi les plus pauvres du pays, avec des indicateurs sociaux dégradés (des hôpitaux mal équipés, des écoles sans professeurs, un nombre élevé de jeunes au chômage, des jeunes filles mariées dès la sortie de l’école secondaire, etc.",24420,,"[[137, 148, 'HasGroup'], [166, 186, 'HasGroup'], [188, 249, 'HasGroup']]"
"Si l’opposition roumaine gagne son pari, pourquoi les oppositions serbes ou bulgares n’y parviendraient-elles pas ?",24421,,"[[3, 24, 'HasGroup'], [50, 84, 'HasGroup']]"
"En revanche, les partisans du CSSD de Milos Zeman sont généralement plus âgés, ouvriers ou employés, retraités, de formation moyenne.",24423,,"[[13, 49, 'HasGroup'], [79, 87, 'HasGroup'], [91, 99, 'HasGroup'], [101, 110, 'HasGroup']]"
"L’œuvre de Michéa, qui se réfère souvent à George Orwell et à Christopher Lasch (1), se soucie plutôt de ressusciter les traditions populaires de la gauche.",24427,,"[[146, 155, 'HasGroup']]"
"Reliées par la même mythologie d’un sionisme égalitaire et moderne (1), les deux séries d’images sont aussi partielles l’une que l’autre, laissant dans l’ombre l’ambivalence de la fonction sociale des femmes en Israël.",24430,,"[[197, 207, 'HasGroup']]"
"Les Chinois, eux, prétendaient mener une guerre punitive afin de donner une bonne leçon à leur voisin.",24431,,"[[0, 11, 'HasGroup']]"
"A partir du XIIIe siècle, l’essor d’une économie urbaine commença à faire circuler l’argent ; les banques se développèrent.",24433,,"[[94, 105, 'HasGroup']]"
"Les militaires, qui ont accaparé le pouvoir depuis l’indépendance (sauf pendant dix ans), ont toujours été jaloux de leur monopole, et n’ont accordé des permis de port d’armes qu’au compte-gouttes.",24434,,"[[0, 14, 'HasGroup']]"
"La gauche n’y est pas a priori hostile, mais elle demande que ces investissements soient régulés, afin d’augmenter les capacités productives, de générer de l’emploi et de contribuer au progrès technologique.",24435,,"[[0, 9, 'HasGroup']]"
"Là encore, les enjeux réglementaires auxquels font face les géants du Net, tant du point de vue des règles de concurrence que de leurs pratiques d’évasion fiscale, contribuent à leur docilité vis-à-vis du pouvoir.",24436,,"[[56, 73, 'HasGroup']]"
"Les évadés — tous membres d’organisations ayant pris les armes contre la junte, notamment au sein du Front patriotique Manuel Rodriguez (FPMR), auteur de l’attentat raté contre le dictateur en septembre 1986 — étaient conscients de n’avoir rien à attendre de la justice et de l’appareil répressif du pays, toujours aux mains de leurs tortionnaires.",24441,,"[[98, 142, 'HasGroup']]"
"Sur le point de claquer la porte de Gordon Bennett Jr., Winsor McCay sut transmettre les sentiments que lui inspiraient les puissants businessmen au travers d’un voyage symbolique de Little Nemo sur la planète Mars, publié à partir du 1er mai 1910.",24444,,"[[120, 145, 'HasGroup']]"
"Avec soixante-deux stations réparties dans trente-neuf « marchés » (ou zones de diffusion), le groupe Sinclair, qui a beaucoup grandi depuis sa fondation, en 1971, peut désormais atteindre 24 % des téléspectateurs américains.",24445,,"[[194, 224, 'HasGroup']]"
« L’AECG vise avant tout à instituer entre les pays les plus développés une procédure de protection des investisseurs.,24446,,"[[100, 117, 'HasGroup']]"
"Ils ont dû fuir l’Irak soit en raison d’une forte discrimination, comme les mandéens, soit d’un isolement, comme certains chrétiens nestoriens ou chaldéens.",24449,,"[[72, 84, 'HasGroup'], [113, 155, 'HasGroup']]"
"Toujours d’après Bogotá, le programme de démobilisation, de 2002 à mai 2008, a déjà concerné près de quinze mille personnes, dont neuf mille membres des FARC.",24451,,"[[130, 157, 'HasGroup']]"
"M. Cardoso est un des plus brillants intellectuels latino-américains, sociologue mondialement respecté, et partisan reconnu d’un projet de réforme de type social-démocrate.",24453,,"[[18, 68, 'HasGroup']]"
"Souvent considérés comme les consommateurs les plus difficiles à séduire, ces jeunes Japonais doivent servir de cobayes pour tester des véhicules qui seront ensuite exportés en Occident.",24454,,"[[25, 72, 'HasGroup'], [74, 93, 'HasGroup']]"
"En l’absence de revenus issus de la vente de disques (le marché légal de CD est quasi inexistant, et la Tunisie ne possède pas de plate-forme de téléchargement musical) et compte tenu des carences du système des droits d’auteur, la principale source de subsistance des musiciens demeure l’activité événementielle.",24455,,"[[265, 278, 'HasGroup']]"
Les baby-boomers qui ont un peu d’argent ont plutôt tendance à le mettre de côté ou à soutenir financièrement leurs enfants et petits-enfants.,24458,,"[[0, 40, 'HasGroup'], [110, 141, 'HasGroup']]"
"Dans « C dans l’air », il expliquait : « L’état d’urgence qui a été décrété fait qu’on peut se débarrasser par des mesures administratives de gens sur lesquels les services de police n’ont pas suffisamment d’éléments pour les poursuivre judiciairement.",24459,,"[[139, 251, 'HasGroup']]"
"» Après les élections de décembre 1998, les nouveaux dirigeants constatent les énormes besoins de la population en matière de santé, d’éducation, de logements, d’alimentation.",24460,,"[[40, 63, 'HasGroup']]"
"Plus largement, le camp du premier ministre en exercice est toujours battu lors des élections intermédiaires.",24467,,"[[16, 55, 'HasGroup']]"
