id,text,outlet,country,year,labels,categories
3484,"Plusieurs observateurs du corps préfectoral mettent en parallèle la manifestation des mineurs de Lorraine et celle des marins-pêcheurs bretons, organisée pendant la visite de M. Balladur à Rennes, le 4 février 1994.",Monde,France,1995,farmers and fishermen;other professions,profession
5103,Certains socialistes ne sauteront jamais le pas et nous devons prendre soin de ces militants-là aussi. ',Figaro,France,2002,politicians and high-ranking officials,profession
5188,Il aurait ainsi été directement responsable de la mort de 77 Israéliens.,Figaro,France,2002,,
3432,"Il est important de redonner ses lettres de noblesse à une profession dont la vocation première est la satisfaction du client ', affirme Cécile Tardieu.",Figaro,France,2002,consumers and clients,social_roles_and_behavior
5806,"Akademiker-Katalog 1992 erschien die erste Ausgabe von ""Curriculum Vitae"".",Zeit,Germany,1995,skilled or qualified,socio_economic_position
7112,"Und ich hatte gedacht: Nach einem Krieg mit 65 Millionen Toten, den wir Deutsche und Österreicher verschuldet haben, wäre damit Schluss.",Welt,Germany,2008,,
5514,"Puis les hommes sont sortis un à un et ont été embarqués chacun dans une voiture, en commençant par l'un des membres du commando du FPLP, en chaise roulante à la suite d'une blessure.",Figaro,France,2002,politicians and high-ranking officials,profession
26,"Unter den 16- bis 24-Jährigen dagegen waren es im Juni 21,3 Prozent.",Spiegel,Germany,2023,"youth, including students and apprentices",age_and_family_status
3513,"En juillet 2000, l'ancien procureur général de Bastia, Bernard Legras, écrivait que les membres de la Brise de mer avaient ' renoncé aux actions spectaculaires en Corse, après avoir largement investi le tissu économique local mais en conservant une force de frappe dissuasive et convaincante '.",Figaro,France,2002,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
2410,"Da aber Frauen die Herbertstraße nicht betreten sollen, werde ich ausschließlich an Männergruppen vermieten.""",Bild,Germany,2022,men;women,identities
3271,"« Il y a un front au sein du Front », lâche un membre du Comité, allusion au groupuscule de jeunes et moins jeunes recrutés par les organisations, dépourvus de formation politique mais fascinés par les armes.",Monde,France,1995,extremists,social_deviance
5210,"Pressante depuis que l'équipe d'Edouard Balladur est au pouvoir, l'exigence d'un effort de la part des entreprises en faveur de l'emploi va se faire insistante en 1995.",Monde,France,1995,athletes,profession
8683,"La télévision est totalement contrôlée, les menaces et intimidations se multiplient contre les médias indépendants, la presse à scandales mène une sale guerre contre l’opposition (2).",MondeDiplo,France,2000,politicians and high-ranking officials,profession
1553,"Er hält die Parole der Jobcenter vom Fördern und Fordern, die seiner Meinung nach besonders ältere Arbeitslose motiviere, ausdrücklich für richtig, obwohl Kritiker diesen Gleichklang in der Praxis stark bezweifeln.",SZ,Germany,2017,middle-aged and pre-retirement age groups;unemployed,age_and_family_status;labor_market_position
8861,"Si le corridor Vc parvenait véritablement à engendrer des flux d’échanges conséquents, ce dispositif douanier devrait être revu, mais les douanes d’Herzégovine, au lieu d’alimenter le budget de la Fédération croato-bosniaque, continuent très largement de nourrir la caisse noire des nationalistes croates d’Herzégovine.",MondeDiplo,France,2002,extremists,social_deviance
8304,"Dans le Khouzistan (sud du pays), ce sont d’épaisses tempêtes de poussière et dans les grandes villes, comme Téhéran, des nuages de pollution qui accablent les populations.",Mediapart,France,2018,,
3872,"Renseignements au service de la jeunesse et des sports, au 01.47.95.66.33.",Parisien,France,2000,"youth, including students and apprentices",age_and_family_status
3403,"Le ministère sri-lankais de la défense a annoncé, dimanche 1e janvier, que les pourparlers avec les séparatistes tamouls reprendraient dans les « deux ou trois prochains jours ».",Monde,France,1995,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
4530,"Mais, je compte apporter d'autres changements afin que l'exigence de l'entraîneur dans la notion de groupe et de collectif soit respectée.",Parisien,France,2000,,
980,Die Südamerikaner hatten Haiti 4:0 besiegt.,FAZ,Germany,2021,athletes,profession
2656,"Weil ich Kindern eine Freude machen wollte"", sagt der alleinstehende Herbitzheimer.---Die Geräte kauft Müller im Internet.",Bild,Germany,2022,"minors, including children and pupils",age_and_family_status
1848,"Nun muss niemand auf Seiten der Schreiber zu empfindlich  sein; wer austeilt, muss auch einstecken können.",FAZ,Germany,2021,authors and artists,profession
7347,"Die Künstlerin entführt den Betrachter dafür in einen Zwiespalt, aus den Materialien Holz und Keramik und in gewisser Weise auch aus Sein und Schein.",SZ,Germany,2016,,
7656,Fico bekämpft seine Gegner nach populistischer Methode.,Spiegel,Germany,2023,politicians and high-ranking officials,profession
6591,"Geburtstag mit Foto- und Kunst-Ausstellungen, Führungen und Live-Musik (10-18 Uhr, Eintritt frei).---Auch Frauen dürfen dann die Straße betreten.---Weblink:",Bild,Germany,2022,women,identities
7856,"Vermutlich ist kein Bereich der öffentlichen Sicherheit so von Freiwilligen abhängig und zugleich so anspruchsvoll, was Technik und Fachwissen betrifft.---»Wenn alle rausgehen, gehen wir rein«, sagt Jasmine, die Krankenschwester.",Spiegel,Germany,2023,,
5722,"Von der NZZ hieß es, der promovierte Physiker bringe genügend Erfahrung aus Branchen mit, die sich, genau wie die Medienwelt im Umbruch befänden.",SZ,Germany,2017,entrepreneurs,labor_market_position
516,Und so geht es für den legendären Badeort längst um seine Identität.---An der Ortsgrenze von Forte dei Marmi liegt der Briatore-Klub Twiga   für Alteingesessene das Symbol für den Ausverkauf des vornehmen Seebads.,Spiegel,Germany,2023,,
6648,"Nach Angaben der auf die Branche spezialisierten Analyse- und Investmentgruppe Arcview kletterte der gesamte Marihuanaumsatz in den Vereinigten Staaten im  vergangenen Jahr um 17 Prozent auf 5,4 Milliarden Dollar.",FAZ,Germany,2021,,
7765,Chinesische Elektroautos stehen nach Ansicht von Branchenexperten auch in Europa und den USA vor dem Durchbruch.,Spiegel,Germany,2023,other professions,profession
1103,"Es ist zugleich eine Kampfansage an  Abdullah, der im eigenen Lager kaum noch Rückhalt hat, weil er aus Sicht seiner Widersacher im Kabuler Postengeschacher nicht genügend Ämter für die Seinen hat sichern können.",FAZ,Germany,2021,,
3277,"Les militaires, qui dirigent le pays depuis 1992, ont affirmé avoir tué huit assaillants et auraient, pour la première fois, engagé un hélicoptère dans les combats.",Monde,France,1995,soldiers,profession
6659,"---Der Konzern verspricht, Kunden würden kostenlos einen neuen, überarbeiteten und dann vollständig sicheren Aufsatz bekommen.",FAZ,Germany,2021,consumers and clients,social_roles_and_behavior
9473,Les célibataires enceintes subissent des pressions énormes pour avorter ou pour abandonner leur bébé à la naissance.,MondeDiplo,France,2020,"minors, including children and pupils;parents and families;singles;women",age_and_family_status;identities
8746,"Invoquant les conquêtes démocratiques de la Libération contre les « trotte-menu de l’Etat modeste », Bertrand Renouvin critique la génération actuelle de nos gouvernants, qui généraliseraient l’insignifiance et le bavardage pour installer un « pacifisme bourgeois contraire à la paix sociale ».",MondeDiplo,France,1999,politicians and high-ranking officials,profession
7854,"Er muss darauf achten, dass er sich in seiner Rolle als ,Stadtpräsident' nicht von der CDU abkoppelt.",Welt,Germany,2008,politicians and high-ranking officials,profession
3997,"Les élus de droite, absents à la réunion publique, ont également réagi, comme Dominique Thoreau, conseiller municipal RPR : « Monsieur Kern, pressé d'en découdre politiquement avec ses colistiers de la gauche plurielle, se permet de transformer une réunion qui pouvait s'avérer utile en une simple réunion politique s'inscrivant dans une campagne municipale précoce.",Parisien,France,2000,politicians and high-ranking officials,profession
195,In dieses Resonanzverhältnis soll sich auch der Zuschauer locken lassen.,Zeit,Germany,1995,,
4712,"» Aussi ardue qu'elle paraisse, la tâche de sortir les Béarnais de la compétition ne paraît toutefois pas relever de l'impossible.",Parisien,France,2000,,
644,"Damit will Lindner Steuern für Unternehmen senken, der angeschlagenen Wirtschaft helfen.---Der Vorgang sagt wieder mal viel aus über das Klima der Ampelregierung, deren Spitzen sich eigentlich vorgenommen hatten, nach der Sommerpause weniger zu streiten.",Spiegel,Germany,2023,,
7953,"Das bedeutet aber nicht unbedingt dauerhaften Schutz vor einer Corona-Ansteckung - der Großteil der Menschen dürfte in dem Fall aber durch Impfungen und/oder Infektion über Gedächtniszellen verfügen, die Schlimmeres verhindern.---Man könne vielleicht zwei, drei Tage Fieber haben oder sich eventuell auch richtig schlecht fühlen, aber am Ende sehr gut mit der Infektion zurechtkommen, sagte Christian Bogdan, Mitglied der Ständigen Impfkommission (Stiko), kürzlich.",Bild,Germany,2022,,
3286,Les ateliers s'adressent à un public adodolescent.,Parisien,France,2000,"youth, including students and apprentices",age_and_family_status
3117,"La première « guerre sainte » des montagnards caucasiens a été menée par l'un d'eux, le cheikh Mansour, entre 1785 et 1791.",Monde,France,1995,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
9060,"«Je suis de droite car je considère que notre rôle n'est pas de promettre la facilité aux enfants, mais notre rôle est de leur permettre de n'être plus des enfants», explique-t-il",Parisien,France,2017,"minors, including children and pupils",age_and_family_status
3576,"80 rapaces (aigles, faucons, buses ) qui obéissent au doigt et à l'oeil des fauconniers.",Parisien,France,2000,other professions,profession
8693,"Chaque soldat, chaque policier, chaque officier fit fortune sous la dictature en trafiquant avec l’effroi : une mère qui cherchait à savoir si son fils « disparu » était encore vivant se voyait réclamer le titre de propriété de son logement en échange d’une information.",MondeDiplo,France,2007,soldiers,profession
4321,"Deux opérations de ce type ont été menées, en 1984 et 1991, permettant la construction de soixante-dix-huit logements aidés pour jeunes couples.",Monde,France,1995,"youth, including students and apprentices",age_and_family_status
9632,Nous voulons que la création d'entreprises par des entrepreneurs issus des minorités soit favorisée.,Monde,France,2007,entrepreneurs;multiple (or other) religious or minority groups;self-employed and freelancers,identities;labor_market_position
2208,"Im September drängten ihn Partei und Fraktion dazu, trotz drohender Energieknappheit am Atomausstieg zum Jahresende 2022 festzuhalten.",Spiegel,Germany,2023,politicians and high-ranking officials,profession
4553,"Pour tous les enfants qui imaginent déjà la maison du 3e millénaire, des ateliers créatifs libres et gratuits les attendent au centre commercial Art de Vive.",Parisien,France,2000,"minors, including children and pupils",age_and_family_status
7820,Ihr Schritt ist verständlich und »anständig« im Sinne ihrer Anhänger.,Spiegel,Germany,2023,,
3719,"Au grand dam du Comité Robert-Sozzi (1), qui accuse désormais ouvertement les coupables : « Ces meurtres sont possibles parce qu'un groupe armé s'arroge le droit, sous la protection de l'Etat français et de son ministre de l'intérieur, d'éliminer les militants de la cause nationale dans la plus pure tradition du SAC.",Monde,France,1995,"offenders, criminals, prisoners and/or accused people",social_deviance
973,"Egal, der SPD-General ist mit Zitaten nun mal nicht zimperlich.---Mutigstes Versprechen---""Alles, was ich aus der Kommission höre, ist eine hohe Zieleinigkeit"", referiert Kühnert dann und schiebt im abgewetzten Funktionärs-Slang hinterher: ""Alle sind sich der Ernsthaftigkeit der Situation bewusst.""",Bild,Germany,2022,politicians and high-ranking officials,profession
4580,"A la résidence du général Michael Rose, les officiers de la FORPRONU faisaient sauter les bouchons de champagne, sans le représentant spécial de l'ONU, Yasushi Akashi, qui avait regagné son lit avant minuit, « fatigué par trois jours de négociations », selon un porte-parole.",Monde,France,1995,,
720,"Die bekommt vom Flughafen die erwarteten Passagierzahlen und bestellt dann beim DSW das erforderliche Personal.---Daniela Maaßen, Sprecherin der Bundespolizei am Flughafen Düsseldorf: ""Der Sicherheitsdienstleister DSW wird besonders zum Herbstferienstart zu den Peakzeiten weiteres zusätzliches Personal aus den Bereichen Verwaltung, Aus- und Fortbildung sowie Aufsichtspersonal in einem hohen zweistelligen Bereich in den Einsatz bringen.""",Bild,Germany,2022,consumers and clients;wage and salary earners,labor_market_position;social_roles_and_behavior
6010,"Liberale wie aputová denunziert er als Angehörige einer verwöhnten, übertrieben liberalen städtischen Oberschicht, die die normalen Slowaken geringschätzt.",Spiegel,Germany,2023,politicians and high-ranking officials;upper class,profession;socio_economic_position
9089,"Le FN, quant à lui, jouesur le fond et sur la forme avec cette particularité : le candidat investi s'appelle étrangementMartin",Parisien,France,2004,politicians and high-ranking officials,profession
3897,"C'est donc dans la Rolls-Royce Silver Wraith décapotable offerte en 1952 par les Britanniques au dictateur Getulio Vargas, et encadré par les « dragons de l'indépendance », à cheval et en grande tenue, que le président Cardoso a parcouru l'axe central de la capitale.",Monde,France,1995,,
2804,"Ein ""Bester Delegierter der Provinz Holguin"" hat seine Auszeichnung vor den Schrein der Heiligen gelegt, ein Offizier der Revolutionären Streitkräfte seine Schulterstücke.",Zeit,Germany,1995,,
2567,Wie passt Wissings Vorhersage mit Kaufhaus­pleiten und vielerorts leer stehenden Geschäften zusammen?,Spiegel,Germany,2023,entrepreneurs,labor_market_position
4026,On représente un peu tous les clubs fédéraux qui font un travail de formation intéressant.,Parisien,France,2000,,
33,Fünf Bewohner aus der Kinderbaracke wurden später im Kinderzentrum betreut.,SZ,Germany,2015,"minors, including children and pupils",age_and_family_status
9323,"En 1998, les généticiens européens, dont Dominique Stoppa-Lyonnet, sont invités à visiter les impressionnants locaux de Myriad, à Salt Lake City.",Liberation,France,1999,scientists and professors,profession
8507,"Cette évolution est attestée par l’inscription de nombreux Européens au grand syndicat dirigé par M. Louis Kotra Urégèi, l’Union syndicale des travailleurs kanaks et exploités (l’USTKE), qui mène la vie dure non seulement au patronat mais aussi aux technocrates des provinces indépendantistes.",MondeDiplo,France,1996,employers;wage and salary earners,labor_market_position
4064,"« On peut donner de nouvelles sécurités au salarié ­ savoir, par exemple que, quand il va au chômage ­, il va avoir le droit à un bilan de compétences, à une formation pour lui permettre de rebondir positivement », a déclaré hier la ministre de l'Emploi et de la Solidarité.",Parisien,France,2000,wage and salary earners,labor_market_position
8620,"Il faut dire que l’attention des journalistes en déambulation dans les quartiers populaires est principalement consacrée à un repérage des situations, paysages et protagonistes évoquant au mieux « la banlieue ».",MondeDiplo,France,2013,journalists,profession
5541,"Les sommes importantes investies par France 2 dans la fiction lourde commencent à donner de très bons résultats d'audience mardi 27 décembre, par exemple, la diffusion de la troisième partie du « Fils du cordonnier » a été suivie par 8,8 millions de personnes, soit 17,2 points d'audience et 33,7 % de parts de marché.",Monde,France,1995,,
1698,"""Die Akquisition der Parship Elite  Group unterstreicht unseren strategischen Fokus auf etablierte profitable Wachstumsunternehmen, die Marktführer in ihrem Segment sind, stark von TV-Werbung profitieren und unser Digitalgeschäft  stärken"", sagte Pro-Sieben-Sat-1-Vorstand Christian Wegner.",FAZ,Germany,2021,CEOs and corporate leaders,labor_market_position
2793,"Ein Anwalt skizziert darin auf 20 Seiten ein mutmaßlich von Masin aufgesetztes Korruptionssystem im Bereich der parenteralen Ernährung.---Die Ermittler forderten Einblicke in verschiedene Konten, sprachen mit Vertretern mehrerer Krankenkassen und werteten Patientendaten aus.",Spiegel,Germany,2023,patients;security forces,profession;social_roles_and_behavior
2223,Muss sich das ändern?---Deutschland darf nicht länger der größte Nettozahler in der EU bleiben.,Welt,Germany,2008,,
9314,"Les pasteurs, issus des communautés, y ont acquis une légitimité dans les négociations avec les pouvoirs publics.",Liberation,France,2000,farmers and fishermen,profession
3765,"« Tous les efforts sont dans l'impasse, a indiqué un responsable yéménite, le Soudan ayant refusé une demande de l'Erythrée de s'engager solennellement à ne pas s'immiscer dans ses affaires intérieures et de prendre clairement position sur la question des intégristes érythréens.",Monde,France,1995,extremists,social_deviance
3867,Cet effort contraint sur les prix a favorisé une reprise du « tourisme pauvre » mais sans vrais bénéfices pour ceux qui l'organisent.,Monde,France,1995,entrepreneurs,labor_market_position
8345,La direction du parti leur propose deux choix : une primaire ouverte aux sympathisants et un vote en congrès qui leur serait réservé.,Mediapart,France,2021,politicians and high-ranking officials,profession
8672,"Aussi les directions des grandes centrales syndicales refusèrent-elles constamment d’appuyer la création d’un parti de gauche, préférant accorder leur soutien implicite ou explicite au PQ.",MondeDiplo,France,2007,wage and salary earners,labor_market_position
6160,Niemand spricht heute von einem Flüchtlingsstrom aus China in die reiche Welt.,FAZ,Germany,2021,"people with an immigration background, including immigrants",identities
6536,"»Ein Ausfall von kritischer Infrastruktur kann enorme Auswirkungen auf das Leben der Menschen haben.«---Ziele für solche Angriffe gibt es reichlich: Internetknotenpunkte, Ölpipelines, Atomkraftwerke.",Spiegel,Germany,2023,,
3759,"Tarifs : 50 F, 35 F pour les étudiants et les groupes, 15 F pour les moins de 12 ans.",Parisien,France,2000,"minors, including children and pupils;youth, including students and apprentices",age_and_family_status
7908,"Ich finde, dass die Verbände oder Sponsoren auch einen Entschädigungsfonds einrichten müssten.",SZ,Germany,2017,"capital owners, investors and shareholders",socio_economic_position
3228,"« Nous perdons nos valeurs »

En proie à la délinquance économique (les investisseurs sont découragés), la Corse vit des subsides du gouvernement et de la Commission de Bruxelles.",Monde,France,1995,"capital owners, investors and shareholders",socio_economic_position
7199,"Sie packen mehrere Wertgegenstände ein und fliehen!---Karin ruft ihren Sohn an, der stellt später fest: Die Räuber hatten die Balkontür aufgebrochen und waren so in das Haus gelangt.---Die 96-Jährige erholt sich gerade von einem Oberschenkelhalsbruch, sagt: ""Ich war nach meiner OP auf dem Wege der Besserung.",Bild,Germany,2022,"offenders, criminals, prisoners and/or accused people",social_deviance
7925,"Für solche Zeugnisse leben Evangelikale.---Es ist gesagt worden, die von Ronald Reagan geschmiedete Allianz aus Fundamentalisten, Falken und selbst ernannten ""Fiskal-Konservativen"" sei im Begriff zu zerbrechen.",Welt,Germany,2008,Christians;politicians and high-ranking officials,identities;profession
3905,"« Les bénéficiaires de ces logements devront payer un loyer, nous leur apprendrons à connaître leurs droits », assure le major Pierquin, qui en profite pour régler ses comptes avec le DAL en ajoutant : « Il est difficile pour nous de nous associer avec des gens qui forcent les portes.",Monde,France,1995,homeless;tenants,real_estate_ownership
2278,"---Das sei ""die Sprache der Hipster geworden"", sagt Chryszina Saprudskaja.",FAZ,Germany,2021,,
8822,"La mise en cause, non avérée, du Front patriotique rwandais (FPR) dans l’attentat du 6 avril 1994 qui a déclenché la tragédie est l’occasion, pour les génocidaires, de chercher à diminuer leur responsabilité (3).",MondeDiplo,France,2001,politicians and high-ranking officials,profession
1402,Die Menschen müssen Europa stärker mit dem Herzen annehmen.,Welt,Germany,2008,,
740,"---In Teheran gehen seitdem täglich mutige Frauen auf die Straße, reißen sich das Kopftuch hinunter, schneiden sich die Haare ab und riskieren ihr Leben.",Bild,Germany,2022,women,identities
4267,"« Nous sommes en guerre », affirme Don Treshman, le directeur de Operation Rescue, le mouvement extrémiste anti-avortement, cité par le New York Times.",Monde,France,1995,extremists,social_deviance
9505,"Weitere Forschung und Versuche sind nötig, sagen auch Experten in den USA.---Man dürfe aber nicht nur ""trans Frauen"" auf solche Risiken hinweisen, sagt Nieder, sondern auch ""cis Frauen"".",Welt,Germany,2018,LGBTQIA+;cisgender and heterosexuals,identities
6780,"Längst kursieren Ideen, Direktreduktionsanlagen eher in Ländern mit günstigerer Energie zu bauen   dann könnten hiesige Hersteller von dort sogenannten Eisenschwamm oder Eisenbriketts importieren, einschmelzen und in ihren Werken weiterverarbeiten.",Spiegel,Germany,2023,entrepreneurs,labor_market_position
7888,"Mauss soll verschwundene Fässer des Seveso-Gifts aufgespürt haben, an der Festnahme eines RAF-Terroristen und der Freilassung von deutschen  Geiseln im Libanon beteiligt gewesen sein oder der Wiederbeschaffung des entführten Leichnams des Unternehmers Friedrich Karl Flick.",FAZ,Germany,2021,,
3852,"C'est là qu'ils ont rencontré Michel Charasse, l'homme qui, depuis quatorze ans, « fait », dans ce palais, les mouvements préfectoraux.",Monde,France,1995,,
8314,Le Front national est notamment renvoyé en correctionnelle dans l'affaire de son financement des campagnes de 2012.,Mediapart,France,2017,politicians and high-ranking officials,profession
9054,"Début juillet, seuls 2,6 millionsde fidèles (32,7 % de PDA) étaient présents devant les étapes de plat",Parisien,France,2006,,
6002,Sie wollten den eingeschlagenen Weg mit Walter und seiner Truppe weitergehen.---Die Anhänger fiebern jetzt dem 14.,Bild,Germany,2022,,
6316,"Schließlich soll eine die Besucherin darauf hingewiesen haben, dass sie ihre Genitalien bedecken müsse, sollte sie »extra features« haben, also einen Penis.",Spiegel,Germany,2023,,
675,"Daran glaubt niemand.«---Für Chinas junge Arbeitslose sind das frustrierende Aussichten.---Wang Weize dachte, er habe alles richtig gemacht.",Spiegel,Germany,2023,"unemployed;youth, including students and apprentices",age_and_family_status;labor_market_position
9131,"La fin des incorporations

Les jeunes gens nés avant le 1er janvier 1979 restaient soumis aux obligations militaires théoriquement jusqu'au 21 décembre 2002.",Liberation,France,2001,"youth, including students and apprentices",age_and_family_status
5869,"Die Grünen feiern die ""Option auf den Ausstieg"" und drohen mit Koalitionsbruch, wenn es anders kommt.",Zeit,Germany,1995,politicians and high-ranking officials,profession
3842,Le questionnaire est disponible dans les mairies et dans la revue d'informations de la communauté de communes.,Parisien,France,2000,,
1816,"Auch im letzteren Fall handelte es sich um ""Experimente"" im strengen Sinne des Wortes: Denn die Gefährdungen wurden bewußt herbeigeführt, um Auswirkungen auf die Gesundheit der Betroffenen untersuchen zu können.",Zeit,Germany,1995,,
7862,"Nach der Eröffnung mehrerer Einrichtungen 2016 finden sich jedoch keine weiteren Projekte auf der DSKM-Website.---Ein Stiftungsvertreter erklärte, seit 2017 habe man »keine Projekte mehr begonnen, da uns die Stifterin die zugesagten Mittel nicht mehr zur Verfügung stellen wollte«.",Spiegel,Germany,2023,,
9485,"Cette subvention est réservée aux propriétaires occupants et aux bailleurs (en dehors des sociétés) des logements privés, ainsi qu'à leurs locataires (sans condition de ressources).Préserver le patrimoine architecturalLes propriétaires bailleurs pourront en plus prétendre à une aide complémentaire de l'Anah (Agence nationale de l'amélioration de l'habitat) de 10 % du montant des travaux de protection acoustique, qui se cumule avec la subvention « tous travaux » de 25 %.",Parisien,France,2001,real-estate owners;tenants,real_estate_ownership
8865,"De nombreux intellectuels présents — Noam Chomsky, Tariq Ali, Naomi Klein, Adolfo Perez Esquivel, Eduardo Galeano, etc.",MondeDiplo,France,2003,,
4654,"Jusqu'à la date limite pour les inscriptions sur les listes électorales, samedi 31 décembre, les mairies ont vu défiler de très nombreuses personnes désireuses d'être en mesure de voter lors de l'élection présidentielle et des élections municipales du printemps de 1995.",Monde,France,1995,politicians and high-ranking officials,profession
6753,"Und viele andere Länder ebenfalls, in denen weder das Golfspiel noch Politiker umstritten sind, die sich ihm hingeben.",Zeit,Germany,1995,politicians and high-ranking officials,profession
2101,Die amerikanische  Gesundheitsbehörde CDC rief am Freitag dennoch alle gefährdeten Menschen zu sexueller Enthaltsamkeit oder zumindest zur Benutzung von Kondomen auf.,SZ,Germany,2016,,
7504,Die Freien Demokraten und der Wirtschaftsflügel der Union setzten ihre Änderungsvorschläge schließlich durch: Mit 276 zu 220 Stimmen wurde die Novelle im März 1986 im Bundestag verabschiedet.,Zeit,Germany,1995,politicians and high-ranking officials,profession
1674,"Klingt simpler, als es ist.---Der größte Teil der Stellenangebote von Arbeitgebern kommt unstrukturiert über Mail als Fließtext bei den Arbeitsagenturen an, bis zu 1,2 Millionen im Jahr; für Computer ist es unlesbarer Datenmüll.",Spiegel,Germany,2023,employers,labor_market_position
2102,"Deren  Vertreterin erwiderte, solange die Angeklagten darüber, was sie bewog, schwiegen, habe ein solcher Fachmann wenig Sinn.",FAZ,Germany,2021,other professions,profession
4214,"Certains avancent le chiffre de 1,9 % de réduction des dépenses publicitaires pour 2002 et un groupe concurrent comme WPP qui a enregistré de faibles résultats, ne prévoient un retournement de conjoncture véritable et durable qu'à partir de 2004.---D'une façon générale, tous les réseaux de communication aux Etats-Unis cherchent à réduire leurs coûts.",Figaro,France,2002,entrepreneurs,labor_market_position
6423,"Sie dürfen nicht vergessen, wir haben es dort mit größtenteils analphabetischen Menschen aus der Provinz zu tun, nicht mit eloquenten Intellektuellen, die druckreif in jedes Mikrofon sprechen können.",Welt,Germany,2008,skilled or qualified;unskilled or unqualified,socio_economic_position
1549,"Sie selbst wurde von Revolutionsgarden misshandelt, die sich mit ""Sittenwächtern"" einen Verhör- und Folter-Knast teilen.",Bild,Germany,2022,"terrorists, rebels, revolutionaries and/or movements of armed resistance",social_deviance
8464,"En tant que ministre chargé de l’économie, vous asseniez dans cette missive adressée aux Français·es : « Vous aimeriez discuter de nos choix énergétiques, de sobriété, de transition climatique ?",Mediapart,France,2022,,
3324,"Il suffit de penser aux drapeaux ou, dans le lointain médiéval, aux manches colorées dont les dames gratifiaient leur champion dans les tournois /... Naguère, le choix d'une rose rouge par le chef de parti François Mitterrand fit naître une ambiguïté entre la fleur et le rose-couleur, au point que celui-ci s'est trouvé bizarrement associé au mouvement socialiste, après qu'il eut servi à le... flétrir, opposé au rouge-révolution, pendant plus de trois quarts de siècle.",Figaro,France,2002,athletes;women,identities;profession
6693,Die Hamburger kommen mit vier Siegen in Serie.,Bild,Germany,2022,athletes,profession
356,"Hinzu kamen undurchsichtige Verrechnungen zwischen diversen Konzerngesellschaften.---  Unter Wagner, der als erfolgreicher Start-up-Unternehmer galt und es zu großer Prominenz brachte, lautete die Parole: wachsen, wachsen, wachsen.",SZ,Germany,2016,CEOs and corporate leaders;entrepreneurs,labor_market_position
5185,"C'est une course pour les gens habitués à l'effort, à la souffrance, et qui aiment ça.",Figaro,France,2002,,
1462,2017 wird sich die Zahl der Beschäftigten voraussichtlich um 5000 erhöhen.,SZ,Germany,2016,wage and salary earners,labor_market_position
7582,"Hinzu kommen unter anderem Mittel aus dem Etat des Verteidigungsministeriums, die Sportsoldaten finanzieren.",FAZ,Germany,2021,athletes;soldiers,profession
9047,"«Il semble qu'un problème d'arrivée d'essence ait obligé [le pilote] à couper le moteur et à amerrir sur le lac», aux alentours de 16 heures, relate le journal Sud Ouest.Pour éviter que le carburant ne se répande dans le lac, les pompiers ont rapidement posé des barrières anti-pollution",Parisien,France,2013,other professions,profession
3221,"Nous nous arrêtons également entre mi-décembre et mi-janvier, car il fait trop froid à cette période de l'année pour filmer des acteurs en maillot de bain.",Parisien,France,2000,authors and artists,profession
9527,"Und in der Herbertstraße gibt es natürlich ebenfalls Frauen, Prostituierte, aber auch nur die.",FAZ,Germany,2021,sex workers;women,identities;profession
5148,"Chaque année en France, près de trente millions de billets d'entrée sont vendus dans des parcs à thème.",Parisien,France,2000,,
7274,"Der Umfang der neuen, auf wenige Personen  beschränkten Strafmaßnahmen verblasst gegenüber den umfassenden Erleichterungen, die Iran mit der Aufhebung des Öl-Embargos und der Finanzsanktionen zugebilligt wurden.",FAZ,Germany,2021,,
1752,"---Verbraucher bekommen von der geringeren Erntemenge nach seiner Einschätzung aber wenig mit: Der Großteil des Getreides - etwa 60 bis 70 Prozent je nach Art - werde nämlich als Viehfutter  verwendet, erklärte er.",FAZ,Germany,2021,consumers and clients,social_roles_and_behavior
7792,"Während er in der neuesten Umfrage der Mannheimer Forschungsgruppe Wahlen für die FAZ und Radio FFH bei 40 Prozent stagniert, konnte sich SPD-Herausforderin Andrea Ypsilanti mit 36 Prozent auf ihren bisher besten Wert steigern.",Welt,Germany,2008,politicians and high-ranking officials;scientists and professors,profession
7809,In ihrer Not greifen Schulen zur Schuluniform und erteilen Handy-Verbot.,Welt,Germany,2008,,
1773,"Abgesehen von der allgemeinen Tatsache, daß Politiker auf dem Platz außer sportlichen keine anderen Desaster anstellen können, lassen sich die segensreichen Auswirkungen des Golfspiels auf die amerikanische Politik nur bedingt nachweisen.",Zeit,Germany,1995,politicians and high-ranking officials,profession
1197,"Der amerikanische Traum platzt erst, wenn die soziale Mobilität der Mittelschichten spürbar zurückgeht.",Welt,Germany,2008,middle class,socio_economic_position
1879,"Das Unternehmen besitzt eine eigene Fluggesellschaft: Gazprom-Avia fliegt nicht dorthin, wohin viele Menschen normalerweise fliegen, sondern dorthin, wo Gasgeschäfte zu tätigen sind.",Welt,Germany,2008,,
2669,"  Auf der sechsten Etappe seiner 600-Kilometer-Wanderung mit Bollerwagen ist er beim Sommerfest der Germeringer SPD im Germeringer Jugendheim ,,Rübezahl' angekommen.",SZ,Germany,2017,politicians and high-ranking officials,profession
